ID,longitude,latitude,PN,DN,WN,P,Date,Qyc,Qc,WQI,Wh1,HH,Wh2,XNM,Wh3,LL,Wh4,SL,Wh5,Wv1,PD,Wv2,WSCI,Wv3,DTR,Wv4,MDK,Wv5
X1144,105.804,9.92255,Hậu Giang,Châu Thành,Ngã Sáu,10562,11/9/2023,1267,177,67,0.48,0.75,0.09,8,0.18,3.75,0.07,17,0.19,0.1,98,0.07,0.04,0.4,438,0.25,15843,0.18
X1145,105.928,9.89322,Sóc Trăng,Kế Sách,An Lạc Thôn,10572,11/9/2023,1269,344,69,0.48,1.25,0.09,14,0.18,4.25,0.07,9,0.19,0.1,52,0.07,0.02,0.4,198,0.25,15858,0.18
X1146,106.337,9.93526,Trà Vinh,Trà Vinh,2,4371,11/9/2023,525,765,55,0.48,-0.2,0.09,24,0.18,2.8,0.07,13,0.19,0.1,1446,0.07,0.01,0.4,41,0.25,6557,0.18
X1147,106.285,9.90546,Trà Vinh,Châu Thành,Lương Hòa,11343,11/9/2023,1361,441,56,0.48,-0.15,0.09,22,0.18,2.85,0.07,13,0.19,0.1,48,0.07,0.02,0.4,230,0.25,17015,0.18
X1148,106.343,9.93499,Trà Vinh,Trà Vinh,3,3994,11/9/2023,479,765,55,0.48,-1.5,0.09,0,0.18,1.5,0.07,27,0.19,0.1,2278,0.07,0.11,0.4,429,0.25,5991,0.18
X1149,105.446,9.8997,Kiên Giang,Giồng Riềng,Hoà An,10224,11/9/2023,1227,68,57,0.48,-2.8,0.09,24,0.18,0.2,0.07,7,0.19,0.1,38,0.07,0.42,0.4,4245,0.25,15336,0.18
X1150,105.168,9.90559,Kiên Giang,Châu Thành,Minh Lương,22838,11/9/2023,2741,20,45,0.48,-0.26,0.09,20,0.18,2.74,0.07,7,0.19,0.1,117,0.07,0.04,0.4,993,0.25,34257,0.18
X1151,106.341,9.92532,Trà Vinh,Trà Vinh,6,12737,11/9/2023,1528,804,55,0.48,-1.32,0.09,8,0.18,1.68,0.07,11,0.19,0.1,1288,0.07,0.03,0.4,338,0.25,19106,0.18
X1152,106.029,9.9031,Trà Vinh,Cầu Kè,Tam Ngãi,10529,11/9/2023,1263,302,58,0.48,-0.24,0.09,10,0.18,2.76,0.07,0,0.19,0.1,49,0.07,0.34,0.4,3563,0.25,15794,0.18
X1153,105.953,9.89591,Sóc Trăng,Kế Sách,Phong Nẫm,5183,11/9/2023,622,432,67,0.48,0.36,0.09,16,0.18,3.36,0.07,11,0.19,0.1,30,0.07,0.38,0.4,1955,0.25,7775,0.18
X1154,106.375,9.90854,Trà Vinh,Châu Thành,Hòa Lợi,11370,11/9/2023,1364,1421,54,0.48,0.45,0.09,0,0.18,3.45,0.07,5,0.19,0.1,73,0.07,0.04,0.4,399,0.25,17055,0.18
X1155,105.298,9.89342,Kiên Giang,Giồng Riềng,Giồng Riềng,20008,11/9/2023,2401,20,49,0.48,-1.5,0.09,8,0.18,1.5,0.07,9,0.19,0.1,87,0.07,0.02,0.4,394,0.25,30012,0.18
X1156,105.119,9.8998,Kiên Giang,Châu Thành,Vĩnh Hòa Phú,14522,11/9/2023,1743,20,42,0.48,-1.32,0.09,0,0.18,1.68,0.07,9,0.19,0.1,69,0.07,0.17,0.4,2450,0.25,21783,0.18
X1157,105.241,9.94698,Kiên Giang,Giồng Riềng,Bàn Tân Định,12935,11/9/2023,1552,20,51,0.48,-2.8,0.09,12,0.18,0.2,0.07,11,0.19,0.1,41,0.07,0.63,0.4,8120,0.25,19403,0.18
X1158,105.891,9.88444,Sóc Trăng,Kế Sách,Xuân Hòa,20037,11/9/2023,2404,1935,68,0.48,-2.8,0.09,16,0.18,0.2,0.07,13,0.19,0.1,53,0.07,0.06,0.4,1268,0.25,30056,0.18
X1159,106.343,9.90387,Trà Vinh,Trà Vinh,9,11423,11/9/2023,1371,805,54,0.48,-1.5,0.09,16,0.18,1.5,0.07,13,0.19,0.1,99,0.07,0.03,0.4,383,0.25,17135,0.18
X1160,105.206,9.8812,Kiên Giang,Châu Thành,Minh Hòa,20195,11/9/2023,2423,20,55,0.48,-1.5,0.09,16,0.18,1.5,0.07,13,0.19,0.1,43,0.07,0.04,0.4,880,0.25,30293,0.18
X1161,106.312,9.91401,Trà Vinh,Trà Vinh,8,9024,11/9/2023,1083,683,55,0.48,-0.26,0.09,25,0.18,2.74,0.07,20,0.19,0.1,278,0.07,0.02,0.4,180,0.25,13536,0.18
X1162,106.582,9.88356,Bến Tre,Thạnh Phú,An Nhơn,5770,11/9/2023,692,673,51,0.48,-1.5,0.09,8,0.18,1.5,0.07,23,0.19,0.1,21,0.07,0.22,0.4,1290,0.25,8655,0.18
X1163,105.702,9.89044,Hậu Giang,Phụng Hiệp,Thạnh Hòa,17854,11/9/2023,2142,20,62,0.48,-2.8,0.09,8,0.18,0.2,0.07,15,0.19,0.1,53,0.07,0.15,0.4,2592,0.25,26781,0.18
X1164,105.998,9.88533,Trà Vinh,Cầu Kè,An Phú Tân,9329,11/9/2023,1119,484,56,0.48,-0.26,0.09,8,0.18,2.74,0.07,6,0.19,0.1,40,0.07,0.5,0.4,4694,0.25,13994,0.18
X1165,106.071,9.89456,Trà Vinh,Cầu Kè,Hòa Ân,9877,11/9/2023,1185,164,58,0.48,0.36,0.09,16,0.18,3.36,0.07,9,0.19,0.1,49,0.07,0.09,0.4,877,0.25,14816,0.18
X1166,106.153,9.89143,Trà Vinh,Càng Long,Tân An,10327,11/9/2023,1239,332,61,0.48,0.45,0.09,0,0.18,3.45,0.07,20,0.19,0.1,46,0.07,0.2,0.4,2081,0.25,15491,0.18
X1167,105.588,9.89225,Hậu Giang,Châu Thành A,Tân Hòa,10062,11/9/2023,1207,415,58,0.48,-2.8,0.09,8,0.18,0.2,0.07,11,0.19,0.1,54,0.07,0.05,0.4,496,0.25,15093,0.18
X1168,105.735,9.87623,Hậu Giang,Phụng Hiệp,Long Thạnh,15459,11/9/2023,1855,20,63,0.48,-1.32,0.09,18,0.18,1.68,0.07,18,0.19,0.1,60,0.07,0.22,0.4,3470,0.25,23189,0.18
X1169,106.251,9.87879,Trà Vinh,Châu Thành,Song Lộc,13096,11/9/2023,1572,257,56,0.48,-2.8,0.09,30,0.18,0.2,0.07,8,0.19,0.1,38,0.07,0.11,0.4,1386,0.25,19644,0.18
X1170,106.604,9.87562,Bến Tre,Thạnh Phú,Giao Thạnh,6257,11/9/2023,751,561,51,0.48,-0.26,0.09,0,0.18,2.74,0.07,25,0.19,0.1,32,0.07,0.18,0.4,1142,0.25,9386,0.18
X1171,104.02,9.94513,Kiên Giang,Phú Quốc,Hòn Thơm,2783,11/9/2023,334,167,58,0.48,0.45,0.09,20,0.18,3.45,0.07,0,0.19,0.1,31,0.07,2.82,0.4,7837,0.25,4175,0.18
X1172,105.032,9.86489,Kiên Giang,An Biên,Nam Yên,14866,11/9/2023,1784,20,49,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,29,0.07,0.44,0.4,6481,0.25,22299,0.18
X1173,105.558,9.87778,Hậu Giang,Vị Thuỷ,Vị Bình,7622,11/9/2023,915,598,59,0.48,-0.26,0.09,0,0.18,2.74,0.07,15,0.19,0.1,36,0.07,0.19,0.4,1456,0.25,11433,0.18
X1174,105.796,9.88738,Hậu Giang,Châu Thành,Đông Phước,10876,11/9/2023,1305,11,66,0.48,-1.32,0.09,20,0.18,1.68,0.07,23,0.19,0.1,50,0.07,0.27,0.4,2958,0.25,16314,0.18
X1175,106.505,9.86903,Trà Vinh,Châu Thành,Long Hòa,9351,11/9/2023,1122,544,51,0.48,0.45,0.09,6,0.18,3.45,0.07,11,0.19,0.1,34,0.07,0.68,0.4,6366,0.25,14027,0.18
X1176,105.631,9.86509,Hậu Giang,Phụng Hiệp,Tân Bình,19883,11/9/2023,2386,445,58,0.48,-2.8,0.09,8,0.18,0.2,0.07,13,0.19,0.1,53,0.07,0.09,0.4,1764,0.25,29825,0.18
X1177,105.085,9.87336,Kiên Giang,An Biên,Tây Yên A,10602,11/9/2023,1272,20,47,0.48,-1.32,0.09,22,0.18,1.68,0.07,18,0.19,0.1,37,0.07,0.3,0.4,3130,0.25,15903,0.18
X1178,106.301,9.87159,Trà Vinh,Châu Thành,Lương Hòa  A,9526,11/9/2023,1143,683,54,0.48,-0.24,0.09,0,0.18,2.76,0.07,13,0.19,0.1,41,0.07,0.34,0.4,3236,0.25,14289,0.18
X1179,105.484,9.86652,Kiên Giang,Giồng Riềng,Hòa Hưng,11285,11/9/2023,1354,104,62,0.48,0.36,0.09,4,0.18,3.36,0.07,9,0.19,0.1,27,0.07,0.39,0.4,4430,0.25,16928,0.18
X1180,106.096,9.86943,Trà Vinh,Cầu Kè,Châu Điền,10138,11/9/2023,1217,748,58,0.48,-2.8,0.09,16,0.18,0.2,0.07,7,0.19,0.1,33,0.07,0.2,0.4,2035,0.25,15207,0.18
X1181,105.147,9.86084,Kiên Giang,Châu Thành,Bình An,11606,11/9/2023,1393,20,41,0.48,-0.26,0.09,1,0.18,2.74,0.07,11,0.19,0.1,35,0.07,0.25,0.4,2870,0.25,17409,0.18
X1182,105.404,9.84972,Kiên Giang,Giồng Riềng,Hòa Thuận,14089,11/9/2023,1691,122,46,0.48,-1.32,0.09,16,0.18,1.68,0.07,8,0.19,0.1,19,0.07,0.17,0.4,2402,0.25,21134,0.18
X1183,106.407,9.87293,Trà Vinh,Châu Thành,Phước Hảo,9991,11/9/2023,1199,332,53,0.48,-0.24,0.09,4,0.18,2.76,0.07,9,0.19,0.1,42,0.07,0.08,0.4,840,0.25,14987,0.18
X1184,105.668,9.85524,Hậu Giang,Phụng Hiệp,Bình Thành,8446,11/9/2023,1014,393,59,0.48,0.36,0.09,11,0.18,3.36,0.07,15,0.19,0.1,35,0.07,0.25,0.4,2110,0.25,12669,0.18
X1185,106.355,9.85497,Trà Vinh,Châu Thành,Đa Lộc,13689,11/9/2023,1643,453,53,0.48,-2.8,0.09,20,0.18,0.2,0.07,11,0.19,0.1,38,0.07,0.04,0.4,612,0.25,20534,0.18
X1186,106.449,9.84741,Trà Vinh,Cầu Ngang,Vĩnh Kim,13710,11/9/2023,1645,360,52,0.48,-1.32,0.09,8,0.18,1.68,0.07,20,0.19,0.1,46,0.07,0.01,0.4,191,0.25,20565,0.18
X1187,106.348,9.87446,Trà Vinh,Châu Thành,Châu Thành,6162,11/9/2023,739,620,53,0.48,-0.24,0.09,8,0.18,2.76,0.07,13,0.19,0.1,176,0.07,0.06,0.4,348,0.25,9243,0.18
X1188,106.211,9.85802,Trà Vinh,Tiểu Cần,Hiếu Tử,12056,11/9/2023,1447,325,56,0.48,0.36,0.09,0,0.18,3.36,0.07,11,0.19,0.1,46,0.07,0.06,0.4,745,0.25,18084,0.18
X1189,105.54,9.85382,Hậu Giang,Vị Thuỷ,Vị Thanh,8565,11/9/2023,1028,373,60,0.48,0.45,0.09,0,0.18,3.45,0.07,20,0.19,0.1,42,0.07,0.09,0.4,793,0.25,12848,0.18
X1190,105.313,9.84101,Kiên Giang,Giồng Riềng,Vĩnh Thạnh,10161,11/9/2023,1219,20,50,0.48,-2.8,0.09,8,0.18,0.2,0.07,12,0.19,0.1,19,0.07,0.58,0.4,5920,0.25,15242,0.18
X1191,105.756,9.85688,Hậu Giang,Phụng Hiệp,Tân Long,12918,11/9/2023,1550,20,64,0.48,-0.26,0.09,8,0.18,2.74,0.07,20,0.19,0.1,59,0.07,0.2,0.4,2549,0.25,19377,0.18
X1192,105.99,9.84205,Sóc Trăng,Kế Sách,An Lạc Tây,9085,11/9/2023,1090,249,57,0.48,-1.32,0.09,4,0.18,1.68,0.07,5,0.19,0.1,33,0.07,0.08,0.4,709,0.25,13628,0.18
X1193,105.837,9.86356,Hậu Giang,Phụng Hiệp,Tân Thành,7993,11/9/2023,959,20,67,0.48,0.36,0.09,3,0.18,3.36,0.07,18,0.19,0.1,51,0.07,0.49,0.4,3886,0.25,11990,0.18
X1194,105.828,9.833,Hậu Giang,Phụng Hiệp,Đại Thành,11404,11/9/2023,1368,968,65,0.48,0.45,0.09,6,0.18,3.45,0.07,25,0.19,0.1,41,0.07,0.18,0.4,2046,0.25,17106,0.18
X1195,106.096,9.8265,Trà Vinh,Cầu Kè,Phong Phú,10756,11/9/2023,1291,219,55,0.48,-2.8,0.09,0,0.18,0.2,0.07,5,0.19,0.1,39,0.07,0.22,0.4,2414,0.25,16134,0.18
X1196,105.564,9.8205,Hậu Giang,Vị Thuỷ,Vĩnh Trung,10821,11/9/2023,1299,195,59,0.48,-0.26,0.09,16,0.18,2.74,0.07,17,0.19,0.1,33,0.07,0.22,0.4,2429,0.25,16232,0.18
X1197,106.404,9.83583,Trà Vinh,Cầu Ngang,Kim Hòa,7891,11/9/2023,947,269,52,0.48,-0.24,0.09,16,0.18,2.76,0.07,11,0.19,0.1,35,0.07,0.31,0.4,2466,0.25,11837,0.18
X1198,105.114,9.81516,Kiên Giang,An Biên,Hưng Yên,14935,11/9/2023,1792,20,49,0.48,0.36,0.09,0,0.18,3.36,0.07,16,0.19,0.1,32,0.07,0.25,0.4,3720,0.25,22403,0.18
X1199,105.503,9.82657,Hậu Giang,Vị Thuỷ,Vị Đông,13350,11/9/2023,1602,312,57,0.48,0.45,0.09,2,0.18,3.45,0.07,13,0.19,0.1,45,0.07,0.09,0.4,1137,0.25,20025,0.18
X1200,105.779,9.82446,Hậu Giang,Phụng Hiệp,Phụng Hiệp,8437,11/9/2023,1012,20,63,0.48,-2.8,0.09,9,0.18,0.2,0.07,13,0.19,0.1,23,0.07,0.3,0.4,2535,0.25,12656,0.18
X1201,105.883,9.82576,Sóc Trăng,Kế Sách,Ba Trinh,11944,11/9/2023,1433,763,63,0.48,-0.26,0.09,15,0.18,2.74,0.07,7,0.19,0.1,37,0.07,0.16,0.4,1938,0.25,17916,0.18
X1202,106.303,9.82615,Trà Vinh,Châu Thành,Thanh Mỹ,7768,11/9/2023,932,288,54,0.48,-0.24,0.09,0,0.18,2.76,0.07,11,0.19,0.1,37,0.07,0.13,0.4,1031,0.25,11652,0.18
X1203,105.589,9.80493,Hậu Giang,Vị Thuỷ,Vĩnh Tường,4983,11/9/2023,598,165,58,0.48,-2.8,0.09,0,0.18,0.2,0.07,20,0.19,0.1,15,0.07,0.89,0.4,4450,0.25,7475,0.18
X1204,105.174,9.7991,Kiên Giang,Gò Quao,Thới Quản,16269,11/9/2023,1952,20,54,0.48,0.45,0.09,30,0.18,3.45,0.07,9,0.19,0.1,30,0.07,0.41,0.4,6589,0.25,24404,0.18
X1205,104.915,9.78331,Kiên Giang,An Minh,Thuận Hoà,14581,11/9/2023,1750,20,50,0.48,-2.8,0.09,30,0.18,0.2,0.07,14,0.19,0.1,19,0.07,0.61,0.4,8873,0.25,21872,0.18
X1206,104.955,9.81452,Kiên Giang,An Biên,Nam Thái A,7615,11/9/2023,914,20,50,0.48,-0.24,0.09,0,0.18,2.76,0.07,18,0.19,0.1,19,0.07,1.08,0.4,8188,0.25,11423,0.18
X1207,105.379,9.80358,Kiên Giang,Gò Quao,Vĩnh Hòa Hưng Bắc,13671,11/9/2023,1641,5,54,0.48,0.45,0.09,16,0.18,3.45,0.07,7,0.19,0.1,29,0.07,0.47,0.4,6404,0.25,20507,0.18
X1208,106.325,9.73166,Trà Vinh,Trà Cú,Tân Hiệp,10674,11/9/2023,1281,250,46,0.48,0.24,0.09,0,0.18,3.24,0.07,9,0.19,0.1,43,0.07,0.09,0.4,982,0.25,16011,0.18
X1209,105.439,9.73035,Hậu Giang,Vị Thanh,Hỏa Lựu,6784,11/9/2023,814,11,55,0.48,-0.24,0.09,12,0.18,2.76,0.07,5,0.19,0.1,40,0.07,0.25,0.4,1728,0.25,10176,0.18
X1210,105.937,9.51596,Sóc Trăng,Mỹ Xuyên,Tham Đôn,16116,11/9/2023,1934,349,45,0.48,0.36,0.09,20,0.18,3.36,0.07,15,0.19,0.1,33,0.07,0.2,0.4,3295,0.25,24174,0.18
X1211,104.94,9.46669,Cà Mau,U Minh,Khánh Hòa,10121,11/9/2023,1215,444,46,0.48,-2.8,0.09,16,0.18,0.2,0.07,9,0.19,0.1,4,0.07,0.72,0.4,7322,0.25,15182,0.18
X1212,105.269,9.46151,Kiên Giang,Vĩnh Thuận,Vĩnh Phong,13801,11/9/2023,1656,261,38,0.48,-1.32,0.09,14,0.18,1.68,0.07,9,0.19,0.1,12,0.07,0.18,0.4,2487,0.25,20702,0.18
X1213,106.249,9.82165,Trà Vinh,Tiểu Cần,Tập Ngãi,13020,11/9/2023,1562,225,53,0.48,-0.24,0.09,7,0.18,2.76,0.07,7,0.19,0.1,40,0.07,0.06,0.4,822,0.25,19530,0.18
X1214,105.971,9.81115,Sóc Trăng,Kế Sách,Thới An Hội,13789,11/9/2023,1655,247,59,0.48,0.36,0.09,18,0.18,3.36,0.07,11,0.19,0.1,42,0.07,0.01,0.4,143,0.25,20684,0.18
X1215,106.49,9.8172,Trà Vinh,Cầu Ngang,Mỹ Long Bắc,7795,11/9/2023,935,671,51,0.48,0.45,0.09,16,0.18,3.45,0.07,9,0.19,0.1,43,0.07,0.09,0.4,737,0.25,11693,0.18
X1216,106.177,9.81375,Trà Vinh,Tiểu Cần,Phú Cần,11560,11/9/2023,1387,136,50,0.48,-2.8,0.09,0,0.18,0.2,0.07,8,0.19,0.1,49,0.07,0.07,0.4,812,0.25,17340,0.18
X1217,105.256,9.78941,Kiên Giang,Gò Quao,Định Hòa,15270,11/9/2023,1832,20,49,0.48,-0.26,0.09,24,0.18,2.74,0.07,11,0.19,0.1,30,0.07,0.06,0.4,888,0.25,22905,0.18
X1218,105.063,9.80935,Kiên Giang,An Biên,Thứ Ba,11981,11/9/2023,1438,20,49,0.48,-1.32,0.09,24,0.18,1.68,0.07,13,0.19,0.1,77,0.07,0.03,0.4,338,0.25,17972,0.18
X1219,106.622,9.84974,Bến Tre,Thạnh Phú,Thạnh Phong,9370,11/9/2023,1124,474,51,0.48,0.36,0.09,4,0.18,3.36,0.07,20,0.19,0.1,22,0.07,0.01,0.4,108,0.25,14055,0.18
X1220,105.633,9.80981,Hậu Giang,Phụng Hiệp,Kinh Cùng,7774,11/9/2023,933,229,59,0.48,0.45,0.09,8,0.18,3.45,0.07,11,0.19,0.1,64,0.07,0.14,0.4,1122,0.25,11661,0.18
X1221,106.459,9.80395,Trà Vinh,Cầu Ngang,Mỹ Hòa,11393,11/9/2023,1367,309,51,0.48,-2.8,0.09,0,0.18,0.2,0.07,20,0.19,0.1,65,0.07,0.08,0.4,893,0.25,17090,0.18
X1222,105.439,9.78923,Hậu Giang,Vị Thanh,Vị Tân,10852,11/9/2023,1302,434,63,0.48,-0.26,0.09,8,0.18,2.74,0.07,7,0.19,0.1,47,0.07,0.23,0.4,2491,0.25,16278,0.18
X1223,106.08,9.79011,Trà Vinh,Cầu Kè,Ninh Thới,8828,11/9/2023,1059,129,52,0.48,-0.24,0.09,20,0.18,2.76,0.07,5,0.19,0.1,39,0.07,0.5,0.4,4438,0.25,13242,0.18
X1224,106.198,9.80884,Trà Vinh,Tiểu Cần,Tiểu Cần,6820,11/9/2023,818,164,51,0.48,0.36,0.09,0,0.18,3.36,0.07,11,0.19,0.1,169,0.07,0.02,0.4,146,0.25,10230,0.18
X1225,104.635,9.8073,Kiên Giang,Kiên Hải,Lại Sơn,6283,11/9/2023,754,20,51,0.48,0.45,0.09,12,0.18,3.45,0.07,0,0.19,0.1,52,0.07,5.87,0.4,36893,0.25,9425,0.18
X1226,106.138,9.78899,Trà Vinh,Tiểu Cần,Long Thới,11834,11/9/2023,1420,186,46,0.48,-2.8,0.09,4,0.18,0.2,0.07,7,0.19,0.1,43,0.07,0.1,0.4,1196,0.25,17751,0.18
X1227,105.827,9.79555,Hậu Giang,Phụng Hiệp,Phụng Hiệp,8437,11/9/2023,1012,1016,63,0.48,-0.26,0.09,4,0.18,2.74,0.07,15,0.19,0.1,65,0.07,0.09,0.4,769,0.25,12656,0.18
X1228,106.027,9.78969,Sóc Trăng,Kế Sách,Nhơn Mỹ,11474,11/9/2023,1377,256,56,0.48,-0.24,0.09,0,0.18,2.76,0.07,9,0.19,0.1,39,0.07,0,0.4,20,0.25,17211,0.18
X1229,105.47,9.79908,Hậu Giang,Vị Thanh,IV,12699,11/9/2023,1524,2801,53,0.48,-2.8,0.09,20,0.18,0.2,0.07,13,0.19,0.1,163,0.07,0.06,0.4,758,0.25,19049,0.18
X1230,106.508,9.80898,Trà Vinh,Cầu Ngang,Mỹ Long,4472,11/9/2023,537,268,51,0.48,0.45,0.09,16,0.18,3.45,0.07,13,0.19,0.1,287,0.07,0.32,0.4,1415,0.25,6708,0.18
X1231,106.404,9.7977,Trà Vinh,Cầu Ngang,Hiệp Hòa,11496,11/9/2023,1380,184,51,0.48,-2.8,0.09,0,0.18,0.2,0.07,15,0.19,0.1,51,0.07,0.43,0.4,4998,0.25,17244,0.18
X1232,105.521,9.78355,Hậu Giang,Vị Thuỷ,Vị Trung,8164,11/9/2023,980,115,55,0.48,-0.24,0.09,13,0.18,2.76,0.07,18,0.19,0.1,37,0.07,0.26,0.4,2091,0.25,12246,0.18
X1233,105.945,9.77131,Sóc Trăng,Kế Sách,Kế Thành,8157,11/9/2023,979,226,60,0.48,0.45,0.09,22,0.18,3.45,0.07,6,0.19,0.1,32,0.07,0.06,0.4,467,0.25,12236,0.18
X1234,106.272,9.79255,Trà Vinh,Tiểu Cần,Ngãi Hùng,6753,11/9/2023,810,164,53,0.48,-1.5,0.09,9,0.18,1.5,0.07,13,0.19,0.1,36,0.07,0.28,0.4,1896,0.25,10130,0.18
X1235,105.919,9.77564,Sóc Trăng,Kế Sách,Kế An,6925,11/9/2023,831,347,60,0.48,-2.8,0.09,8,0.18,0.2,0.07,13,0.19,0.1,32,0.07,0.1,0.4,678,0.25,10388,0.18
X1236,106.45,9.80194,Trà Vinh,Cầu Ngang,Cầu Ngang,6622,11/9/2023,795,275,51,0.48,-0.26,0.09,16,0.18,2.74,0.07,18,0.19,0.1,338,0.07,0.01,0.4,65,0.25,9933,0.18
X1237,106.357,9.77674,Trà Vinh,Cầu Ngang,Trường Thọ,11267,11/9/2023,1352,227,50,0.48,-1.32,0.09,15,0.18,1.68,0.07,4,0.19,0.1,51,0.07,0.24,0.4,2698,0.25,16901,0.18
X1238,105.878,9.77642,Sóc Trăng,Kế Sách,Đại Hải,16911,11/9/2023,2029,311,61,0.48,-0.24,0.09,24,0.18,2.76,0.07,11,0.19,0.1,44,0.07,0.1,0.4,1657,0.25,25367,0.18
X1239,105.036,9.75909,Kiên Giang,An Biên,Đông Thái,16409,11/9/2023,1969,20,49,0.48,0.36,0.09,0,0.18,3.36,0.07,15,0.19,0.1,27,0.07,0.12,0.4,1996,0.25,24614,0.18
X1240,105.485,9.78774,Hậu Giang,Vị Thanh,V,7241,11/9/2023,869,1199,54,0.48,0.45,0.09,8,0.18,3.45,0.07,20,0.19,0.1,92,0.07,0.11,0.4,790,0.25,10862,0.18
X1241,105.733,9.78446,Hậu Giang,Phụng Hiệp,Cây Dương,7765,11/9/2023,932,2224,58,0.48,-1.5,0.09,4,0.18,1.5,0.07,20,0.19,0.1,52,0.07,0.01,0.4,41,0.25,11648,0.18
X1242,105.635,9.77376,Hậu Giang,Phụng Hiệp,Hòa An,15357,11/9/2023,1843,302,58,0.48,-1.32,0.09,16,0.18,1.68,0.07,13,0.19,0.1,31,0.07,0.11,0.4,1657,0.25,23036,0.18
X1243,106.225,9.78284,Trà Vinh,Tiểu Cần,Tân Hùng,9109,11/9/2023,1093,128,49,0.48,-2.8,0.09,8,0.18,0.2,0.07,11,0.19,0.1,45,0.07,0.23,0.4,2079,0.25,13664,0.18
X1244,105.796,9.74779,Hậu Giang,Phụng Hiệp,Tân Phước Hưng,13464,11/9/2023,1616,80,58,0.48,-2.8,0.09,16,0.18,0.2,0.07,15,0.19,0.1,23,0.07,0.02,0.4,296,0.25,20196,0.18
X1245,106.444,9.77949,Trà Vinh,Cầu Ngang,Thuận Hòa,7631,11/9/2023,916,224,50,0.48,-1.5,0.09,17,0.18,1.5,0.07,17,0.19,0.1,48,0.07,0.04,0.4,292,0.25,11447,0.18
X1246,106.307,9.76782,Trà Vinh,Trà Cú,Phước Hưng,15339,11/9/2023,1841,258,50,0.48,-1.5,0.09,18,0.18,1.5,0.07,7,0.19,0.1,48,0.07,0.05,0.4,805,0.25,23009,0.18
X1247,106.155,9.75649,Trà Vinh,Tiểu Cần,Tân Hòa,10995,11/9/2023,1319,258,43,0.48,-0.26,0.09,17,0.18,2.74,0.07,11,0.19,0.1,39,0.07,0.26,0.4,2831,0.25,16493,0.18
X1248,106.513,9.75867,Trà Vinh,Cầu Ngang,Mỹ Long Nam,6767,11/9/2023,812,760,50,0.48,-1.5,0.09,4,0.18,1.5,0.07,16,0.19,0.1,29,0.07,0.06,0.4,400,0.25,10151,0.18
X1249,105.212,9.75641,Kiên Giang,Gò Quao,Thủy Liểu,11302,11/9/2023,1356,20,53,0.48,-2.8,0.09,24,0.18,0.2,0.07,0,0.19,0.1,30,0.07,0.6,0.4,6799,0.25,16953,0.18
X1250,105.094,9.75735,Kiên Giang,An Biên,Đông Yên,12241,11/9/2023,1469,20,47,0.48,-0.26,0.09,20,0.18,2.74,0.07,13,0.19,0.1,22,0.07,0.45,0.4,5487,0.25,18362,0.18
X1251,106.383,9.75453,Trà Vinh,Cầu Ngang,Nhị Trường,13057,11/9/2023,1567,212,49,0.48,0.36,0.09,1,0.18,3.36,0.07,18,0.19,0.1,48,0.07,0.44,0.4,5742,0.25,19586,0.18
X1252,105.377,9.76283,Kiên Giang,Gò Quao,Vĩnh Hòa Hưng Nam,15416,11/9/2023,1850,10,54,0.48,0.45,0.09,8,0.18,3.45,0.07,5,0.19,0.1,52,0.07,0.12,0.4,1891,0.25,23124,0.18
X1253,106.119,9.7669,Trà Vinh,Tiểu Cần,Cầu Quan,8170,11/9/2023,980,74,45,0.48,-2.8,0.09,16,0.18,0.2,0.07,9,0.19,0.1,143,0.07,0.01,0.4,86,0.25,12255,0.18
X1254,106.05,9.75866,Sóc Trăng,Long Phú,Song Phụng,6596,11/9/2023,792,279,53,0.48,-1.32,0.09,0,0.18,1.68,0.07,15,0.19,0.1,33,0.07,0.04,0.4,268,0.25,9894,0.18
X1255,105.466,9.77909,Hậu Giang,Vị Thanh,I,5606,11/9/2023,673,319,52,0.48,-2.8,0.09,24,0.18,0.2,0.07,18,0.19,0.1,772,0.07,0.02,0.4,128,0.25,8409,0.18
X1256,106.486,9.75397,Trà Vinh,Cầu Ngang,Hiệp Mỹ Tây,7272,11/9/2023,873,213,50,0.48,-0.26,0.09,13,0.18,2.74,0.07,20,0.19,0.1,41,0.07,0.31,0.4,2245,0.25,10908,0.18
X1257,106.201,9.75901,Trà Vinh,Tiểu Cần,Hùng Hòa,6859,11/9/2023,823,151,46,0.48,0.45,0.09,16,0.18,3.45,0.07,9,0.19,0.1,38,0.07,0.16,0.4,1077,0.25,10289,0.18
X1258,105.978,9.76212,Sóc Trăng,Kế Sách,Kế Sách,12915,11/9/2023,1550,237,57,0.48,-2.8,0.09,0,0.18,0.2,0.07,13,0.19,0.1,89,0.07,0.01,0.4,100,0.25,19373,0.18
X1259,105.467,9.75858,Hậu Giang,Vị Thanh,III,10663,11/9/2023,1280,20,53,0.48,-0.26,0.09,0,0.18,2.74,0.07,13,0.19,0.1,79,0.07,0.03,0.4,316,0.25,15995,0.18
X1260,105.503,9.74848,Hậu Giang,Vị Thuỷ,Vị Thủy,7531,11/9/2023,904,392,54,0.48,-1.32,0.09,24,0.18,1.68,0.07,13,0.19,0.1,42,0.07,0.29,0.4,2184,0.25,11297,0.18
